ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
74489,SS,Jeff Dexter,-,-,-,-,04/01/2026,16,6' 0',175 lbs,L,R,Unkn.,Unkn.,20,80,N,N,N,N,N,N,Unknown,Normal,-,-,-,St. Vincent's,-,Average,HS Sophomore,25,25,30,30,35,20,25,25,30,30,35,20,25,25,30,30,35,20,65,50,70,80,80,45,40,20,Normal,Pull,Spray,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,30,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,20,20,25,20,25,55,55,60,40,40,40,55,-,-,-,20,20,30,-,-,-,80,-,65,50,50,40,45,-,40,45,35,30,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 20th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74597,SS,T.J. DiCecco,-,-,-,-,06/13/2026,16,5' 11',155 lbs,R,R,Unkn.,Unkn.,20,50,N,N,N,N,H,H,Unknown,Normal,-,-,-,Millikan,-,Average,HS Sophomore,30,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,25,30,60,70,55,40,50,75,55,25,Groundball,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,20,20,20,25,25,60,60,40,35,30,30,30,-,-,20,-,-,30,-,-,-,80,-,65,50,40,40,20,-,-,55,45,45,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 20th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74382,SP,Phil Diebold,-,-,-,-,09/24/2026,15,5' 10',165 lbs,L,R,Unkn.,Unkn.,20,45,N,H,N,N,N,N,Unknown,Normal,-,-,-,Westbrook,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,35,30,30,30,50,20,Normal,Pull,Normal,20,25,30,45,20,20,25,30,45,20,20,25,30,40,20,45,45,55,45,45,-,-,20,45,45,30,45,-,-,25,45,25,45,-,-,-,-,-,-,20,30,-,-,6,FB,89-91,92-94,OTT,Normal,50,70,20,20,20,30,35,35,20,45,40,35,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,45,-,35,30,25,25,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 30th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74628,SP,Elijah Dooley,-,-,-,-,12/16/2026,15,5' 11',160 lbs,R,R,Unkn.,Unkn.,25,70,N,N,N,N,N,N,Unknown,Normal,-,-,-,Tecumseh,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,35,30,30,40,30,65,25,Normal,Spray,Spray,20,30,30,45,30,20,30,30,40,25,20,35,30,45,30,40,65,75,50,70,30,45,20,40,-,25,45,25,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,88-90,91-93,3/4,Normal,70,50,25,25,30,30,30,50,30,40,35,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,40,-,35,30,25,25,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 25th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74555,RP,Eddie Durand,-,-,-,-,11/03/2026,15,6' 1',175 lbs,S,R,Unkn.,Unkn.,20,75,N,N,H,L,H,N,Unknown,Durable,-,-,-,Northwest Christian,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,30,30,30,30,30,25,Normal,Normal,Normal,25,25,30,45,20,25,25,30,45,20,25,25,30,45,20,75,55,80,50,55,35,75,-,-,-,-,-,25,80,-,-,30,80,-,-,-,-,-,-,-,-,-,-,3,NEU,90-92,94-96,3/4,Normal,35,45,20,20,20,35,20,55,35,55,45,55,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,55,35,50,25,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 19th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74446,2B,Sean Eckert,-,-,-,-,03/29/2027,15,6' 0',170 lbs,R,R,Unkn.,Unkn.,20,45,N,N,N,N,N,N,Unknown,Normal,-,-,-,Moon Valley,-,Average,HS Sophomore,25,30,25,30,25,25,30,25,25,30,30,25,25,25,25,30,25,25,60,50,50,70,55,40,30,20,Normal,Pull,Normal,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,20,20,20,20,20,50,50,40,40,30,45,40,-,-,-,30,-,-,-,-,-,75,-,60,40,35,30,30,-,25,65,50,60,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 23rd   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74391,SP,Bob Elkins,-,-,-,-,10/04/2026,15,6' 0',170 lbs,R,R,Unkn.,Unkn.,20,50,N,L,N,N,N,L,Unknown,Normal,-,-,-,Durand,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,35,30,30,35,30,75,20,Groundball,Spray,Pull,25,35,20,45,30,25,35,20,45,30,25,35,20,45,30,45,65,50,50,75,-,-,20,50,55,30,45,-,-,-,-,25,45,-,-,-,-,-,-,-,-,-,-,4,NEU,86-88,87-89,3/4,Normal,45,25,20,20,20,30,25,45,30,35,40,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,35,-,30,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 11th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74528,SP,Ethan Elson,-,-,-,-,07/12/2026,16,6' 4',185 lbs,R,R,Unkn.,Unkn.,30,80,L,L,N,H,L,N,Unknown,Normal,-,-,-,Centennial,-,Average,HS Sophomore,20,20,20,20,25,20,25,20,20,20,25,20,20,20,20,20,25,20,35,35,30,40,50,30,75,25,Normal,Normal,Normal,35,35,35,45,30,35,35,35,45,30,35,35,35,45,30,45,70,80,50,80,35,50,25,55,-,-,-,-,-,-,-,30,55,-,-,-,-,-,-,-,-,-,-,3,NEU,88-90,91-93,3/4,Finesse,60,50,25,20,25,30,30,45,25,30,35,35,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,25,-,-,25,35,40,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 7th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74420,SP,Danny Ervin,-,-,-,-,04/25/2026,16,6' 0',165 lbs,L,R,Unkn.,Unkn.,20,45,L,N,N,N,N,N,Unknown,Normal,-,-,-,Victory Charter,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,40,30,30,30,30,50,25,Normal,Normal,Normal,30,25,20,40,20,30,25,20,40,20,30,25,20,40,20,45,50,40,45,55,35,50,25,50,35,-,-,-,-,-,-,30,45,-,-,-,-,-,-,-,-,-,-,4,NEU,88-90,91-93,3/4,Normal,60,35,20,20,20,35,30,45,25,55,40,55,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,55,35,50,20,20,20,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 28th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74619,CF,Danny Estevez,-,-,-,-,05/06/2027,15,6' 0',165 lbs,L,R,Unkn.,Unkn.,20,50,N,H,N,N,N,N,Unknown,Normal,-,-,-,Hall,-,Average,HS Sophomore,30,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,25,30,70,70,50,45,50,70,45,25,Normal,Pull,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,20,20,20,20,20,30,25,40,25,50,40,45,-,-,-,-,-,-,20,25,20,40,-,35,-,-,-,50,25,40,40,40,40,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 28th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74409,RF,Greg Fariss,-,-,-,-,07/11/2026,16,5' 10',160 lbs,L,L,Unkn.,Unkn.,20,45,N,N,N,H,N,N,Unknown,Normal,-,-,-,Vista Murrieta,-,Average,HS Sophomore,20,25,25,25,25,20,25,20,25,25,20,20,25,25,25,25,25,20,45,45,50,55,60,45,50,20,Normal,Pull,Normal,20,20,25,20,20,20,20,25,20,20,20,20,25,25,20,20,25,30,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,OTT,Normal,20,20,25,20,20,35,35,45,20,45,35,45,-,-,20,-,-,-,20,-,25,55,-,40,-,-,-,45,-,40,45,40,50,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 9th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74574,CL,Nate Fitzgerald,-,-,-,-,06/02/2026,16,6' 0',170 lbs,R,R,Unkn.,Unkn.,25,80,N,N,H,N,N,N,Unknown,Normal,-,-,-,Dumont High School,-,Average,HS Sophomore,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,35,30,30,30,35,30,60,25,Normal,Normal,Spray,20,40,30,50,40,20,40,30,50,40,20,45,30,50,40,75,80,75,55,80,40,80,-,-,80,25,75,30,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,91-93,95-97,OTT,Normal,25,30,20,20,20,35,25,40,25,45,45,45,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,45,25,40,30,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 24th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74556,RF,Doug Flint,-,-,-,-,01/16/2027,15,6' 1',180 lbs,R,R,Unkn.,Unkn.,25,80,N,N,N,N,N,N,Unknown,Normal,-,-,-,Bishop Kelly,-,Average,HS Sophomore,30,30,35,30,30,30,30,30,35,30,30,30,30,30,35,30,30,30,80,80,80,80,80,80,25,25,Line Drive,Pull,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,SIDE,Normal,20,20,20,20,20,40,40,45,40,50,60,55,-,-,-,-,-,-,25,20,30,65,-,55,30,30,-,55,35,50,55,45,55,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 15th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74519,SP,Bobby Flores,-,-,-,-,01/28/2027,15,6' 2',180 lbs,R,R,Unkn.,Unkn.,25,80,N,L,N,N,N,N,Unknown,Normal,-,-,-,Sunnyside,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,30,35,30,60,20,Flyball,Pull,Spray,30,30,30,45,25,30,30,30,45,25,30,30,30,45,25,55,55,70,50,55,40,70,20,80,-,-,-,-,-,-,-,-,-,-,-,-,-,35,45,-,-,-,-,3,NEU,89-91,93-95,3/4,Normal,60,55,25,25,25,30,30,50,30,55,40,55,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,55,35,50,40,40,35,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 15th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74633,SP,Javy Florez,-,-,-,-,07/03/2027,15,6' 1',175 lbs,R,R,Unkn.,Unkn.,20,45,N,H,N,L,N,N,Unknown,Normal,-,-,-,Windermere,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,35,30,75,25,Normal,Normal,Normal,30,20,25,40,20,30,20,25,40,20,30,20,25,40,20,50,45,50,45,45,35,60,-,-,70,-,-,25,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,89-91,92-94,OTT,Normal,50,35,20,20,20,40,25,40,30,30,40,40,55,-,-,-,-,-,-,-,-,55,-,45,-,-,-,-,-,-,25,30,25,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Very Easy,No,-,No,No,Aug. 3rd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
71587,RP,Jerry Fonseca,-,-,-,-,08/07/2023,19,6' 0',175 lbs,L,L,Unkn.,Unkn.,20,35,N,N,H,N,N,N,Unknown,Normal,-,-,-,UC San Diego,-,Average,CO Freshman,20,25,20,20,30,20,25,20,20,20,30,20,30,20,20,20,30,20,50,45,30,30,50,30,65,25,Groundball,Spray,Normal,35,25,20,40,20,35,25,20,40,20,35,25,20,40,20,55,45,30,45,45,45,75,30,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,FB,92-94,95-97,3/4,Normal,35,50,20,20,20,30,35,45,20,45,50,50,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,50,20,45,25,20,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 10th   2042,Very High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74398,SP,Chris Ford,-,-,-,-,02/21/2027,15,6' 2',175 lbs,R,R,Unkn.,Unkn.,20,45,N,H,N,N,H,N,Unknown,Normal,-,-,-,Northport,-,Average,HS Sophomore,25,30,20,20,20,20,30,25,20,20,20,20,30,25,20,20,20,20,45,40,30,30,30,30,75,20,Normal,Spray,Pull,20,30,20,40,25,20,30,20,40,25,20,30,20,45,25,50,50,30,45,55,30,55,20,65,-,30,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,89-91,92-94,OTT,Normal,65,30,20,20,20,25,30,35,25,50,45,55,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,55,30,50,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 19th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74642,3B,Jelani Ford,-,-,-,-,04/29/2027,15,6' 2',180 lbs,R,R,Unkn.,Unkn.,20,45,N,N,H,N,N,N,Unknown,Normal,-,-,-,Everett,-,Average,HS Sophomore,25,25,25,25,20,20,30,25,25,25,20,20,25,25,25,25,20,20,50,50,45,45,55,55,45,25,Normal,Spray,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,3/4,GB'er,20,20,20,20,20,40,45,60,35,25,35,40,-,-,25,-,30,-,-,-,-,70,-,60,30,40,-,-,-,-,35,30,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 2nd   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74498,LF,Jeff Forsythe,-,-,-,-,03/07/2026,16,6' 0',175 lbs,R,R,Unkn.,Unkn.,20,60,N,N,H,H,N,N,Unknown,Normal,-,-,-,Puyallup,-,Average,HS Sophomore,30,25,30,30,25,30,25,30,30,30,25,30,25,30,30,30,25,30,55,75,60,45,55,80,60,20,Normal,Pull,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,20,20,30,20,25,35,35,35,30,45,40,45,-,-,20,-,-,-,30,-,20,55,-,45,-,-,-,40,-,35,40,35,35,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 8th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74605,SS,Shawn Frank,-,-,-,-,02/14/2027,15,6' 1',170 lbs,R,R,Unkn.,Unkn.,20,55,N,N,N,N,N,N,Unknown,Normal,-,-,-,Ossining,-,Average,HS Sophomore,25,25,30,25,25,30,25,25,30,25,25,30,25,25,30,25,20,30,50,60,55,55,55,75,30,25,Groundball,Normal,Spray,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,40,30,35,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,20,20,20,20,20,60,50,60,45,45,40,50,-,-,-,-,20,30,-,-,-,80,-,70,55,50,45,45,-,40,40,40,45,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 18th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74484,SP,Dan Garza,-,-,-,-,05/08/2027,15,6' 4',185 lbs,L,L,Unkn.,Unkn.,25,65,N,N,N,N,N,H,Unknown,Durable,-,-,-,Lockport,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,35,35,65,25,Normal,Spray,Normal,35,30,30,40,20,35,30,30,45,25,35,30,30,40,20,55,50,75,45,50,35,50,30,75,-,30,45,35,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,89-91,90-92,3/4,Normal,55,55,25,25,25,25,40,40,20,60,50,45,50,-,-,-,-,-,-,-,-,50,-,45,-,-,-,65,45,55,20,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 8th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74418,SS,Jordan Gates,-,-,-,-,12/16/2026,15,6' 3',185 lbs,L,R,Unkn.,Unkn.,20,80,L,L,N,H,N,N,Unknown,Normal,-,-,-,Lead-Deadwood,-,Average,HS Sophomore,30,30,35,25,25,30,30,25,30,25,20,30,30,30,35,30,25,30,70,75,80,60,50,80,40,20,Line Drive,Normal,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,20,20,20,25,20,60,50,60,50,50,35,45,-,-,-,25,20,30,-,-,20,80,-,75,55,50,45,50,30,45,55,35,30,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 19th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74653,RP,Jim Gaytan,-,-,-,-,03/19/2027,15,6' 0',165 lbs,L,L,Unkn.,Unkn.,25,55,N,N,H,N,N,N,Unknown,Normal,-,-,-,Middletown,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,35,30,30,50,25,Normal,Normal,Normal,30,30,30,45,20,30,30,30,45,20,30,30,30,45,20,60,50,80,50,50,35,55,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,FB,89-91,91-93,3/4,Normal,35,80,20,20,20,35,30,45,20,50,50,50,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,55,35,45,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 19th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74568,RP,Steve Gentili,-,-,-,-,09/18/2026,15,6' 2',175 lbs,L,L,Unkn.,Unkn.,25,55,N,N,N,N,N,H,Unknown,Normal,-,-,-,Pittsburg,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,40,35,30,70,20,Flyball,Pull,Normal,35,20,30,40,20,35,20,30,40,20,35,20,30,45,20,80,45,60,45,45,40,70,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,89-91,93-95,3/4,Normal,35,60,20,20,20,40,30,65,20,35,45,55,65,-,-,-,-,-,-,-,-,65,-,50,-,-,-,40,-,35,30,25,25,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 4th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74465,SS,Jim Gillette,-,-,-,-,05/31/2027,15,6' 3',180 lbs,R,R,Unkn.,Unkn.,20,70,N,N,N,N,N,N,Unknown,Normal,-,-,-,King,-,Average,HS Sophomore,30,30,25,30,30,35,30,30,25,30,30,35,30,30,25,30,30,35,65,75,50,55,50,80,50,20,Normal,Normal,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,20,20,20,20,20,55,50,60,45,40,35,55,-,-,-,20,25,30,-,-,-,80,-,75,50,50,45,40,-,35,40,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 4th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74393,SP,Angel Gonzalez,-,-,-,-,08/23/2026,16,6' 0',170 lbs,R,R,Unkn.,Unkn.,30,65,N,H,N,N,N,N,Unknown,Normal,-,-,-,Santa Fe Catholic,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,35,25,50,25,Normal,Pull,Normal,40,30,30,40,30,35,30,30,40,30,40,35,30,45,30,50,55,60,45,65,40,50,25,65,60,-,-,35,55,30,55,-,-,-,-,-,-,-,-,-,-,-,-,5,NEU,89-91,92-94,3/4,Normal,45,70,20,20,20,35,35,45,20,50,40,50,55,-,-,-,-,-,-,-,-,55,-,40,-,20,-,50,25,45,25,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 21st   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74579,SP,Edgar Gonzalez,-,-,-,-,07/03/2027,15,6' 1',170 lbs,R,R,Unkn.,Unkn.,25,50,N,N,N,N,N,N,Unknown,Durable,-,-,-,Carlos Beltran Baseball Academy,-,Fair,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,20,35,30,60,25,Normal,Normal,Spray,30,30,30,45,20,30,25,30,45,20,30,30,30,45,20,55,50,45,50,50,45,80,20,60,-,-,-,30,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,93-95,96-98,OTT,Normal,50,40,20,20,20,30,25,40,25,40,40,40,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,40,-,30,20,25,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 22nd   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74606,2B,Sergio Gonzalez,-,-,-,-,03/30/2027,15,6' 2',175 lbs,S,R,Unkn.,Unkn.,20,50,N,L,N,N,N,N,Unknown,Normal,-,-,-,Cornerstone Christian,-,Average,HS Sophomore,20,20,30,30,30,25,20,20,30,30,30,25,20,20,30,30,30,25,45,50,75,70,55,55,25,20,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,20,20,25,30,25,50,40,30,45,40,35,35,-,-,-,25,-,-,-,-,-,70,-,65,40,-,20,35,-,25,40,35,35,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 3rd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
